_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year,Month
1276,48,A00312428 ,19.0,2018-01-22,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018,1
1277,49,A00312415 ,20.0,2018-01-22,Jackal,Amakim,VII B,Kefar Ruppin,,2018,1
1278,3,A00312287,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018,1
1279,446,​​A00312287​​​​,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018,1
1280,23,A00312161,16.0,2018-01-18,Cattle,Amakim,VII B,Basma,,2018,1
1281,46,A00311903 ,15.0,2018-01-16,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018,1
1282,2,A00311549,14.0,2018-01-14,Jackal,Galil Golan,VII B,Menahemya,,2018,1
1283,43,A00311405 ,11.0,2018-01-10,Jackal,Galil Golan,VII B,Menahemya,,2018,1
1284,44,A00311410 ,12.0,2018-01-10,Jackal,Amakim,VII B,Kefar Barukh,,2018,1
1285,45,A00311419 ,13.0,2018-01-10,Cattle,Amakim,VII B,Nahalal,,2018,1
1286,1,A00311272,10.0,2018-01-09,Cattle,Amakim,VII B,Nahalal,,2018,1
1287,42,A00311161 ,9.0,2018-01-08,Jackal,Amakim,VII B,Nahalal,,2018,1
1288,41,A00310989 ,8.0,2018-01-07,Jackal,Galil Golan,VII B,Kefar Tavor,,2018,1
1289,39,A00310885 ,6.0,2018-01-04,Jackal,Amakim,VII B,Tirat Zevi,,2018,1
1290,40,A00310882 ,7.0,2018-01-04,Jackal,Amakim,VII B,Kefar Barukh,,2018,1
1291,37,A00310564 ,4.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018,1
1292,38,A00310566 ,5.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018,1
1293,34,A00310420 ,1.0,2018-01-01,Jackal,Amakim,VII B,Kefar Ruppin,,2018,1
1294,35,A00310423 ,2.0,2018-01-01,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018,1
1295,36,A00310447 ,3.0,2018-01-01,Jackal,Amakim,VII B,Sheluhot,,2018,1
1296,122,A00310277,74.0,2017-12-31,Jackal,Galil Golan,I,Amir,,2017,12
1297,121,A00310145,73.0,2017-12-28,Dog,Galil Golan,VII B,Yavne'El,,2017,12
1298,120,A00310163 ,72.0,2017-12-28,Jackal,Amakim,VII B,Midrakh Oz,,2017,12
1299,119,A00310037 ,71.0,2017-12-27,Jackal,Amakim,VII B,Bet Hashitta,,2017,12
1300,118,A00309718 ,70.0,2017-12-25,Jackal,Amakim,VII B,Tel Yosef,,2017,12
1301,117,A00309721 ,69.0,2017-12-25,Jackal,Hasharon,VII B,Yoqne'Am(Moshava),,2017,12
1302,116,A00309501 ,68.0,2017-12-22,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,12
1303,115,A00308988,67.0,2017-12-19,Jackal,Amakim,VII B,Kefar Yehoshua,,2017,12
1304,114,A00308957 ,66.0,2017-12-18,Jackal,Amakim,VII B,Yardena,,2017,12
1305,113,A00308873 ,65.0,2017-12-17,Cattle,Amakim,VII B,Nahalal,,2017,12
1306,109,A00308238 ,61.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017,12
1307,110,A00308239 ,62.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017,12
1308,111,A00308243,63.0,2017-12-11,Jackal,Amakim,VII B,Nurit,,2017,12
1309,112,A00308374,64.0,2017-12-11,Jackal,Amakim,VII B,Perazon,,2017,12
1310,108,A00308237 ,60.0,2017-12-11,Jackal,Amakim,VII B,Tel Te'Omim,,2017,12
1311,107,A00308070 ,59.0,2017-12-10,Dog,Hasharon,VII B,Basma,,2017,12
1312,106,A00307762 ,58.0,2017-12-06,Jackal,Amakim,VII B,Gid'Ona,,2017,12
1313,105,A00307755 ,57.0,2017-12-05,Dog,Amakim,VII B,Afula,,2017,12
1314,104,A00307547,55.0,2017-12-04,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,12
1315,103,A00307546,56.0,2017-12-04,Jackal,Hasharon,VII B,Bat Shelomo,,2017,12
1316,102,A00307402,54.0,2017-12-03,Jackal,Amakim,VII B,Moledet,,2017,12
1317,101,A00307240 ,53.0,2017-11-30,Jackal,Amakim,VII B,Ramat Hashofet,,2017,11
1318,124,A00307236 ,52.0,2017-11-30,Cattle,Amakim,VII B,En Hashofet,,2017,11
1319,98,A00307054 ,49.0,2017-11-29,Cattle,Amakim,VII B,En Hashofet,,2017,11
1320,99,A00307051 ,50.0,2017-11-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017,11
1321,100,A00307111 ,51.0,2017-11-29,Jackal,Amakim,VII B,Nahalal,,2017,11
1322,97,A00306869 ,48.0,2017-11-27,Dog,Amakim,VII B,Ramat Hashofet,,2017,11
1323,123,A00306724 ,47.0,2017-11-26,Dog,Amakim,VII B,Gid'Ona,,2017,11
1324,96,A00306447 ,46.0,2017-11-22,Jackal,Amakim,VII B,Newe Etan,,2017,11
1325,95,A00306323 ,45.0,2017-11-21,Jackal,Amakim,VII B,Sede Terumot,,2017,11
1326,94,A00306315 ,44.0,2017-11-21,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017,11
1327,93,A00305789 ,43.0,2017-11-16,Cattle,Amakim,VII B,Yoqne'Am(Moshava),,2017,11
1328,92,A00305664 ,42.0,2017-11-15,Cat,Amakim,VII B,Gan Ner,,2017,11
1329,91,A00305504 ,41.0,2017-11-14,Jackal,Amakim,VII B,Ramat Hashofet,,2017,11
1330,89,A00305395 ,39.0,2017-11-13,Jackal,Amakim,VII B,Gid'Ona,,2017,11
1331,90,A00305400 ,40.0,2017-11-13,Cat,Amakim,VII B,Gan Ner,,2017,11
1332,88,A00305161 ,38.0,2017-11-12,Sheep,Amakim,VII B,Ramat Zevi,,2017,11
1333,87,A00304896,37.0,2017-11-08,Cattle,Amakim,VII B,Yardena,,2017,11
1334,86,A00304876,36.0,2017-11-07,Jackal,Amakim,VII B,En Hashofet,,2017,11
1335,85,A00304484,35.0,2017-11-05,Jackal,Amakim,VII B,Bet She'An,,2017,11
1336,84,A00304380,34.0,2017-11-02,Jackal,Amakim,VII B,Afula,,2017,11
1337,83,A00303627,33.0,2017-10-26,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017,10
1338,82,A00303739 ,32.0,2017-10-26,Jackal,Amakim,VII B,Perazon,,2017,10
1339,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
1340,81,A00303264,31.0,2017-10-23,Jackal,Amakim,VII B,Bet She'An,,2017,10
1341,80,A00303270,30.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
1342,79,A00303261,27.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017,10
1343,78,A00303259,29.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017,10
1344,77,A00303258,28.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
1345,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017,10
1346,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017,10
1347,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017,10
1348,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017,10
1349,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,,2017,10
1350,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017,10
1351,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017,9
1352,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,,2017,9
1353,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017,9
1354,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2017,8
1355,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,,2017,8
1356,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,,2017,7
1357,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,,2017,6
1358,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,,2017,5
1359,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),,2017,5
1360,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin,2017,4
1361,59,A00288746,9.0,2017-04-12,Dog,Galil Maaravi,VII A,Shelomi,,2017,4
1362,58,A00286461,8.0,2017-03-19,Cattle,Galil Golan,VII A,Shamir,,2017,3
1363,57,A00285326,7.0,2017-03-05,Dog,Galil Maaravi,VII A,Aramsha,,2017,3
1364,56,A00285002,6.0,2017-02-28,Jackal,Galil Golan,VII A,Dan,,2017,2
1365,55,A00283619,5.0,2017-02-09,Jackal,Galil Golan,VII B,Kefar Kisch,,2017,2
1366,53,A00282774,4.0,2017-02-03,Dog,Galil Golan,VII A,Sede Nehemya,,2017,2
1367,52,A00281474,3.0,2017-01-30,Cattle,Galil Golan,VII B,,Sirin,2017,1
1368,54,A00281465,2.0,2017-01-15,Jackal,Galil Golan,VII B,Menahemya,,2017,1
1369,51,A00281434,1.0,2017-01-12,Jackal,Galil Maaravi,VII A,Me'Ona,,2017,1
1370,195,A00280235,29.0,2016-12-28,Dog,Galil Maaravi,VII A,Hurfeish,,2016,12
1371,407,A00280040,28.0,2016-12-26,Fox,Negev,V,Yotvata,,2016,12
1372,402,A00278493,27.0,2016-12-11,Fox,Negev,V,Yotvata,,2016,12
1373,225,A00278432,26.0,2016-12-11,Dog,Galil Maaravi,VII A,Kefar Weradim,,2016,12
1374,221,A00277340,25.0,2016-11-28,Fox,Negev,V,Zofar,,2016,11
1375,211,A00276260,24.0,2016-11-15,Fox,Galil Golan,I,Kerem Ben Zimra,,2016,11
1376,401,A00272783,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016,9
1377,403,A00272781 ,22.0,2016-09-30,Jackal,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016,9
1378,205,A00272782 ,23.0,2016-09-30,Dog,Galil Golan,I,Kefar Hoshen,,2016,9
1379,409,A00271953,21.0,2016-09-22,Fox,Galil Golan,I,Metula,,2016,9
1380,166,A00​271598,20.0,2016-09-19,Jackal,Galil Golan,VII B,Afiqim,,2016,9
1381,408,A00271445,19.0,2016-09-18,Fox,Galil Golan,I,Metula,,2016,9
1382,200,A00270091,18.0,2016-08-31,Jackal,Galil Maaravi,VII A,Me'Ona,,2016,8
1383,210,A00269944,17.0,2016-08-30,Dog,Galil Maaravi,VII A,Hosen,,2016,8
1384,253,A00269112,16.0,2016-08-19,Cattle,Galil Golan,VII A,Ghajar,,2016,8
1385,398,A00267273001,15.0,2016-07-29,Dog,Amakim,VII A,Hamadya,,2016,7
1386,397,A00263334001,14.0,2016-06-16,Dog,Galil Golan,VII A,Metula,,2016,6
1387,251,A00259228,13.0,2016-04-27,Cattle,Galil Golan,VII B,Mevo Hamma,,2016,4
1388,406,A00258021,12.0,2016-04-12,Fox,Negev,V,Yotvata,,2016,4
1389,203,A00257556,11.0,2016-04-05,Dog,Galil Maaravi,VII A,Elqosh,,2016,4
1390,218,A00256749,10.0,2016-03-28,Dog,Galil Maaravi,VII A,Ma'Alot-Tarshiha,,2016,3
1391,410,A00256023,9.0,2016-03-16,Cattle,Galil Maaravi,VII A,Fassuta,,2016,3
1392,412,A00253203,8.0,2016-02-15,Jackal,Galil Golan,VII A,Qiryat Shemona,,2016,2
1393,411,A00252850,7.0,2016-02-10,Horse,Galil Golan,I,Qiryat Shemona,,2016,2
1394,405,A00252733,6.0,2016-02-09,Dog,Galil Golan,VII A,Qiryat Shemona,,2016,2
1395,399,A00252285,5.0,2016-02-04,Cattle,Galil Maaravi,VII A,Fassuta,,2016,2
1396,404,A00251787,4.0,2016-01-31,Dog,Galil Golan,VII A,Dishon,,2016,1
1397,194,A00250591,2.0,2016-01-17,Dog,Galil Golan,VII A,Jish(Gush Halav),,2016,1
1398,400,A11541124,1.0,2016-01-07,Cattle,Galil Golan,VII A,Malkiyya,,2016,1
1399,383,A00248754,27.0,2015-12-27,Cattle,Galil Golan,VII,Malkiyya,,2015,12
1400,386,A00248021,26.0,2015-12-17,Cattle,Galil Golan,I,Mas'Ade,,2015,12
1401,393,A00247459,25.0,2015-12-12,Jackal,Galil Maaravi,VII,Shetula,,2015,12
1402,394,A00246969,24.0,2015-12-07,Jackal,Galil Maaravi,I,Shetula,,2015,12
1403,396,A00246111,23.0,2015-11-30,Dog,Galil Golan,VIIA,Yir'On,,2015,11
1404,381,A00245755,22.0,2015-11-24,Cattle,Galil Golan,I,Kefar Szold,,2015,11
1405,387,A00245754,21.0,2015-11-24,Cattle,Galil Golan,VII,Kefar Szold,,2015,11
1406,391,A00245753,20.0,2015-11-23,Cattle,Galil Golan,I,Mas'Ade,,2015,11
1407,388,A00242858,19.0,2015-10-23,Dog,Galil Golan,VII,Kefar Szold,,2015,10
1408,207,A00242714,18.0,2015-10-21,Dog,Galil Golan,VII,Yir'On,,2015,10
1409,382,A00242036,17.0,2015-10-13,Cattle,Galil Golan,VII,Shamir,,2015,10
1410,217,A00241304,16.0,2015-10-07,Jackal,Galil Maaravi,VII,Shetula,,2015,10
1411,257,A00240773,15.0,2015-09-24,Badger,Galil Golan,VII,Ramot,,2015,9
1412,392,A00239012,14.0,2015-08-31,Dog,Galil Golan,VII,Mas'Ade,,2015,8
1413,222,A00235933,13.0,2015-07-27,Fox,Negev,VII,Samar,,2015,7
1414,206,A00235454,12.0,2015-07-21,Cattle,Galil Maaravi,VII,Shomera,,2015,7
1415,413,"A00232108
",11.0,2015-06-15,Dog,Galil Maaravi,VII,Abbirim,,2015,6
1416,384,A00230844,10.0,2015-06-01,Dog,Galil Golan,VII,Meron,,2015,6
1417,389,A00230474,9.0,2015-05-27,Dog,Galil Golan,VII,Meron,,2015,5
1418,219,A00229689,7.0,2015-05-19,Dog,Galil Maaravi,VII,Adamit,,2015,5
1419,390,A00229771,8.0,2015-05-19,Dog,Galil Golan,VII,Meron,,2015,5
1420,395,A00229546,6.0,2015-05-16,Wolf,Galil Golan,VII,Ein Qiniyye,,2015,5
1421,385,A00222839,5.0,2015-02-19,Dog,Galil Golan,VII,Dishon,,2015,2
1422,246,A00221830,4.0,2015-02-08,Cat,Galil Golan,VII,Natur,,2015,2
1423,245,A00221303,3.0,2015-02-02,Wolf,Galil Golan,VII,Odem,,2015,2
1424,154,A00221167,2.0,2015-01-30,Dog,Galil Golan,VII,Metula,,2015,1
1425,374,A00218962,14.0,2014-12-31,Dog,Galil Golan,VII,Sha'Al,,2014,12
1426,216,A00218379,13.0,2014-12-28,Fox,Negev,I,Yotvata,,2014,12
1427,379,A00217540,11.0,2014-12-17,Wolf,Galil Golan,VII,Buq'Ata,,2014,12
1428,377,A00217539,10.0,2014-12-17,Wolf,Galil Golan,VII,Mas'Ade,,2014,12
1429,373,A00217549,12.0,2014-12-17,Dog,Galil Golan,VII,Lahavot Habashan,,2014,12
1430,375,A00215280,9.0,2014-11-21,Dog,Galil Golan,VII,Allone Habashan,,2014,11
1431,380,A00214486,8.0,2014-11-12,Wolf,Galil Golan,VII,Dan,,2014,11
1432,378,A00214084,7.0,2014-11-09,Jackal,Galil Golan,VII,Lahavot Habashan,,2014,11
1433,223,A00210619,6.0,2014-09-23,Fox,Negev,I,Yahel,,2014,9
1434,376,A00209626,5.0,2014-09-11,Jackal,Galil Golan,VII,Merom Golan,,2014,9
1435,372,A00209101,4.0,2014-09-09,Badger,Galil Golan,VII,Shamir,,2014,9
1436,170,A00193267,3.0,2014-03-06,Wolf,Galil Golan,VII,Ginnosar,,2014,3
1437,256,A00189879,2.0,2014-01-30,Cattle,Galil Golan,VII,Ramat Magshimim,,2014,1
1438,133,A00182563,115.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013,11
1439,134,A00182564,116.0,2013-11-03,Cattle,Amakim,VII,Kefar Yehoshua,,2013,11
1440,141,A00182394,26.0,2013-10-30,Dog,Hasharon,VII,Pardes Hanna-Karkur,,2013,10
1441,145,A00160170,127.0,2013-10-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,10
1442,146,A00160191,128.0,2013-10-02,Dog,Galil Golan,VII,Qidmat Zevi,,2013,10
1443,132,A00179680,25.0,2013-09-30,Cattle,Amakim,I,Kefar Yehoshua,,2013,9
1444,131,A00179673,24.0,2013-09-30,Cattle,Amakim,I,Bet Zeid,,2013,9
1445,152,A00178189,134.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013,9
1446,151,A00178186,133.0,2013-09-08,Dog,Galil Golan,VII,Sha'Al,,2013,9
1447,126,A00177353,21.0,2013-08-26,Jackal,Galil Golan,I,Ortal,,2013,8
1448,128,A00171915,109.0,2013-06-24,Dog,Galil Golan,VII,Eli-Ad,,2013,6
1449,138,A00157340,120.0,2013-06-01,Wolf,Galil Golan,VII,Merom Golan,,2013,6
1450,130,A00169651,111.0,2013-05-30,Dog,Galil Golan,VII,Ani'Am,,2013,5
1451,147,A00168537,18.0,2013-05-20,Dog,Galil Golan,VII,Dan,,2013,5
1452,149,A00168251,131.0,2013-05-16,Dog,Galil Golan,VII,Senir,,2013,5
1453,144,A00159861,126.0,2013-05-02,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,5
1454,150,A00159878,132.0,2013-05-02,Dog,Galil Golan,VII,Sha'Al,,2013,5
1455,140,A00166971,16.0,2013-05-01,Dog,Amakim,VII,Newe Ur,,2013,5
1456,148,A00166686,130.0,2013-04-29,Dog,Galil Golan,VII,Qeshet,,2013,4
1457,129,A00165925,14.0,2013-04-22,Dog,Galil Golan,VII,Ani'Am,,2013,4
1458,135,A00164350,117.0,2013-04-03,Horse,Galil Golan,VII,Majdal Shams,,2013,4
1459,127,A00163886,108.0,2013-03-24,Dog,Galil Golan,VII,Eli-Ad,,2013,3
1460,137,A00163015,11.0,2013-03-13,Dog,Galil Golan,VII,Mas'Ade,,2013,3
1461,125,A00162598,106.0,2013-03-10,Dog,Galil Golan,VII,Avne Etan,,2013,3
1462,139,A00162218,121.0,2013-03-05,Cattle,Galil Golan,VII,Merom Golan,,2013,3
1463,136,A00161890,8.0,2013-02-28,Dog,Shfela Vahar,VII,Peza'El,,2013,2
1464,142,A00160704,7.0,2013-02-14,Dog,Galil Golan,VII,,Beit Ha'Meches,2013,2
1465,143,A00159375,2.0,2013-01-28,Cattle,Galil Golan,VII,Qidmat Zevi,,2013,1
1466,248,A00154882,24.0,2012-12-09,Dog,Galil Golan,V7,Qazrin,,2012,12
1467,355,A00154876,23.0,2012-12-09,Dog,Galil Golan,V7,,Matsok Orvim,2012,12
1468,192,A00149422,22.0,2012-10-10,Cattle,Amakim,V7,Yizre'El,,2012,10
1469,356,A00147611,20.0,2012-09-10,Cattle,Galil Golan,V7,,Ramat Sirin,2012,9
1470,365,A00143617,19.0,2012-07-23,Cattle,Galil Golan,V7,,Ramat Sirin,2012,7
1471,371,A00142971,18.0,2012-07-16,Dog,Galil Golan,V7,Sha'Al,,2012,7
1472,190,A00141529,17.0,2012-06-29,Cattle,Galil Golan,V7,Kefar Kisch,,2012,6
1473,366,A00141128,15.0,2012-06-26,Cattle,Galil Golan,V7,,Ramat Sirin,2012,6
1474,360,A00140981,16.0,2012-06-26,Cattle,Galil Golan,V7,Shadmot Devora,,2012,6
1475,370,A00140975,13.0,2012-06-25,Dog,Galil Golan,V7,Majdal Shams,,2012,6
1476,359,A00140461,12.0,2012-06-19,Cattle,Amakim,V7,Sede Eliyyahu,,2012,6
1477,364,A00139959,11.0,2012-06-13,Dog,Galil Golan,V7,Mas'Ade,,2012,6
1478,361,A00139687,10.0,2012-06-11,Dog,Galil Golan,V7,Shamir,,2012,6
1479,176,A00139415,9.0,2012-06-07,Dog,Galil Golan,V7,Dafna,,2012,6
1480,367,A00140979,14.0,2012-06-05,Cattle,Galil Golan,V7,,Ramat Sirin,2012,6
1481,369,A00148072,21.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012,5
1482,185,A00138478,8.0,2012-05-29,Dog,Galil Golan,V7,Kefar Szold,,2012,5
1483,239,A00138475,7.0,2012-05-29,Dog,Galil Golan,V7,Eli-Ad,,2012,5
1484,363,A00135038,6.0,2012-04-16,Dog,Galil Golan,V7,Allone Habashan,,2012,4
1485,202,A00131607,5.0,2012-03-05,Fox,Galil Golan,V1,Malkiyya,,2012,3
1486,358,A00130443,4.0,2012-02-20,Jackal,Amakim,V7,Kefar Ruppin,,2012,2
1487,357,A00129268,3.0,2012-02-06,Sheep,Amakim,V7,En Harod(Me'Uhad),,2012,2
1488,368,A00127474,2.0,2012-01-16,Dog,Galil Golan,V7,Shamir,,2012,1
1489,362,A00126338,1.0,2012-01-03,Jackal,Galil Golan,V1,Avne Etan,,2012,1
1490,233,A00125110,32.0,2011-12-19,Dog,Shfela Vahar,VII,Jerusalem,,2011,12
1491,243,A00122715,30.0,2011-11-22,Cattle,Galil Golan,I,Ma'Ale Gamla,,2011,11
1492,338,A00123820,31.0,2011-11-05,Cattle,Galil Golan,I,Allone Habashan,,2011,11
1493,340,A00119672,28.0,2011-10-17,Wolf,Galil Golan,VII,Merom Golan,,2011,10
1494,167,A00120419,29.0,2011-09-27,Dog,Galil Golan,VII,Ashdot Ya'Aqov(Me'Uhad),,2011,9
1495,339,A00118118,27.0,2011-09-27,Dog,Galil Golan,VII,Majdal Shams,,2011,9
1496,252,A00114102,26.0,2011-08-15,Dog,Galil Golan,VII,Afiq,,2011,8
1497,341,A00108279,25.0,2011-06-16,Dog,Galil Golan,VII,En Ziwan,,2011,6
1498,343,A00104401,23.0,2011-05-05,Cat,Amakim,VII,Newe Etan,,2011,5
1499,334,A00104043,20.0,2011-05-02,Cattle,Amakim,VII,Newe Etan,,2011,5
1500,344,A00104047,22.0,2011-05-02,Cattle,Amakim,VII,Ma'Oz Hayyim,,2011,5
1501,337,A00104041,21.0,2011-05-02,Cattle,Galil Golan,I,Dishon,,2011,5
1502,345,A00103759,19.0,2011-04-28,Cattle,Amakim,VII,Newe Etan,,2011,4
1503,254,A00103607,16.0,2011-04-27,Dog,Galil Golan,VII,Ein Qiniyye,,2011,4
1504,346,A00103598,17.0,2011-04-27,Sheep,Amakim,VII,Newe Etan,,2011,4
1505,212,A00103358,15.0,2011-04-21,Jackal,Galil Golan,VII,Ma'Agan,,2011,4
1506,347,A00103141,14.0,2011-04-17,Dog,Galil Golan,VII,Majdal Shams,,2011,4
1507,348,A00101926,13.0,2011-04-04,Jackal,Amakim,VII,Ma'Oz Hayyim,,2011,4
1508,349,A00100898,11.0,2011-03-22,Horse,Galil Golan,I,Dishon,,2011,3
1509,336,A00099471,10.0,2011-03-06,Horse,Hasharon,VII,Ar'Ara,,2011,3
1510,159,A00098813,9.0,2011-02-25,Dog,Amakim,VII,En Harod(Me'Uhad),,2011,2
1511,174,A00098040,8.0,2011-02-17,Badger,Amakim,VII,Kefar Ruppin,,2011,2
1512,342,A00105320,24.0,2011-02-17,Cattle,Amakim,VII,Newe Etan,,2011,2
1513,350,A00097946,7.0,2011-02-16,Jackal,Amakim,VII,Merhavya(Moshav),,2011,2
1514,209,A00097636,6.0,2011-02-13,Dog,Hasharon,VII,Ar'Ara,,2011,2
1515,351,A00097401,5.0,2011-02-09,Dog,Galil Golan,I,Dishon,,2011,2
1516,354,A00103758,18.0,2011-01-28,Sheep,Amakim,VII,Newe Etan,,2011,1
1517,156,A00096026,4.0,2011-01-25,Jackal,Galil Golan,VII,Menahemya,,2011,1
1518,352,A00095469,3.0,2011-01-19,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011,1
1519,353,A00095322,2.0,2011-01-18,Cattle,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2011,1
1520,335,A00093925,12.0,2011-01-03,Badger,Galil Golan,VII,Shadmot Devora,,2011,1
1521,441,A00093477,54.0,2010-12-28,Dog,Galil Golan,I,Zefat,,2010,12
1522,332,A00093368,53.0,2010-12-27,Dog,Amakim,VII,Merhavya(Moshav),,2010,12
1523,197,A00092948,52.0,2010-12-22,Cat,Amakim,VII,Na'Ura,,2010,12
1524,168,A00092687,51.0,2010-12-20,Jackal,Galil Golan,VII,Ashdot Ya'Aqov(Ihud),,2010,12
1525,181,A00092532,50.0,2010-12-19,Cattle,Shfela Vahar,III,Kefar Warburg,,2010,12
1526,227,A00092471,49.0,2010-12-16,Cattle,Amakim,VII,Merav,,2010,12
1527,234,A00092358,48.0,2010-12-15,Jackal,Amakim,VII,Mehola,,2010,12
1528,231,A00092152,47.0,2010-12-13,Cattle,Galil Golan,I,Dishon,,2010,12
1529,333,A00091588,45.0,2010-12-06,Dog,Galil Golan,VII,Zefat,,2010,12
1530,322,A00091593,46.0,2010-12-06,Cattle,Amakim,VII,Hamadya,,2010,12
1531,199,A00090976,44.0,2010-11-30,Jackal,Galil Maaravi,I,Fassuta,,2010,11
1532,232,A00090997,42.0,2010-11-29,Dog,Galil Golan,VII,Qiryat Shemona,,2010,11
1533,184,A00090999,43.0,2010-11-29,Cattle,Amakim,VII,Hamadya,,2010,11
1534,247,A00090784,41.0,2010-11-26,Dog,Galil Golan,VII,Allone Habashan,,2010,11
1535,442,A00086302,40.0,2010-10-12,Jackal,Amakim,VII,Tirat Zevi,,2010,10
1536,196,A00085518,39.0,2010-10-05,Cat,Amakim,VII,Tayibe(Baemeq),,2010,10
1537,443,A00085050,38.0,2010-09-28,Fox,Amakim,VII,Kefar Tavor,,2010,9
1538,331,A00084553,37.0,2010-09-21,Dog,Amakim,VII,Merhavya(Moshav),,2010,9
1539,444,A00084391,36.0,2010-09-20,Sheep,Galil Golan,VII,Zefat,,2010,9
1540,155,A00084110,35.0,2010-09-16,Dog,Galil Golan,VII,Yavne'El,,2010,9
1541,330,A00083689,34.0,2010-09-13,Jackal,Amakim,VII,Bet She'An,,2010,9
1542,173,A00082520,33.0,2010-08-27,Jackal,Amakim,VII,Ma'Oz Hayyim,,2010,8
1543,177,A00081924,32.0,2010-08-23,Jackal,Amakim,VII,Sede Eliyyahu,,2010,8
1544,244,A00080771,31.0,2010-08-11,Wolf,Galil Golan,VII,Sha'Al,,2010,8
1545,178,A00080206,30.0,2010-08-05,Sheep,Galil Golan,VII,Shadmot Devora,,2010,8
1546,187,A00079863,29.0,2010-08-02,Dog,Galil Golan,VII,Kefar Blum,,2010,8
1547,259,A00079695,28.0,2010-07-30,Cat,Amakim,VII,Afula,,2010,7
1548,323,A00079287,27.0,2010-07-27,Cattle,Galil Golan,VII,Dalton,,2010,7
1549,329,A00079190,26.0,2010-07-27,Dog,Galil Golan,VII,En Ziwan,,2010,7
1550,198,A00078568,25.0,2010-07-19,Sheep,Galil Maaravi,VII,I'Billin,,2010,7
1551,157,A00077530,24.0,2010-07-08,Dog,Amakim,VII,Merhavya(Qibbuz),,2010,7
1552,164,A00074144,23.0,2010-06-05,Jackal,Amakim,VII,Mizra,,2010,6
1553,161,A00073352,22.0,2010-05-30,Jackal,Amakim,VII,En Harod (Ihud),,2010,5
1554,255,A00072200,21.0,2010-05-17,Dog,Galil Golan,VII,En Ziwan,,2010,5
1555,328,A00071553,20.0,2010-05-10,Dog,Galil Golan,VII,Majdal Shams,,2010,5
1556,179,A00069871,19.0,2010-04-22,Cattle,Galil Golan,VII,Hazore'Im,,2010,4
