_id,OBJECTID,Animal_Lab_ID,Event,Date,SpeciesNameEng,RegionEng,Species,SettlementEng,LocationNotSettlementEng,Year
600,294,A00051169​,32.0,2009-09-22,Dog,Galil Golan,VII,Kefar Blum,,2009
601,304,A00050596​,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009
602,414,A00051048,30.0,2009-09-14,Dog,Galil Golan,VII,Merom Golan,,2009
603,289,A00050051​,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009
604,415,A00050596,29.0,2009-09-08,Dog,Amakim,VII,Hamadya,,2009
605,296,A00049367​,28.0,2009-09-02,Dog,Galil Golan,VII,Majdal Shams,,2009
606,313,A00047762​,27.0,2009-08-31,Dog,Galil Golan,VII,Zefat,,2009
607,278,A00048874​,26.0,2009-08-27,Dog,Amakim,VII,Bet Yosef,,2009
608,292,A00048623​,25.0,2009-08-25,Cattle,Galil Golan,VII,Yonatan,,2009
609,303,A00048495​,24.0,2009-08-24,Dog,Galil Golan,VII,Merom Golan,,2009
610,172,A00048248​,23.0,2009-08-20,Dog,Amakim,VII,Bet Yosef,,2009
611,319,A00047942​,22.0,2009-08-18,Cattle,Galil Golan,VII,Buq'Ata,,2009
612,297,A00047758​,21.0,2009-08-16,Martes,Galil Golan,I,Majdal Shams,,2009
613,286,A00047365​,20.0,2009-08-11,Dog,Galil Golan,VII,Dan,,2009
614,312,A00046399​,19.0,2009-08-03,Dog,Galil Golan,VII,Zefat,,2009
615,285,A00046278​,18.0,2009-08-02,Dog,Galil Golan,VII,Dan,,2009
616,308,A00045903​,17.0,2009-07-28,Jackal,Amakim,VII,,Ein Hogea,2009
617,314,A00045746​,16.0,2009-07-27,Fox,Galil Maaravi,I,Shomera,,2009
618,180,A00043324​,15.0,2009-07-05,Dog,Galil Golan,VII,Amir,,2009
619,311,A00042321​,14.0,2009-06-23,Dog,Galil Golan,VII,Zefat,,2009
620,182,A00042197​,13.0,2009-06-22,Jackal,Galil Golan,VII,She'Ar Yashuv,,2009
621,291,A00041876​,12.0,2009-06-18,Cattle,Galil Golan,VII,Yonatan,,2009
622,310,A00041047​,11.0,2009-06-10,Dog,Galil Golan,VII,Zefat,,2009
623,309,A00034798​,10.0,2009-04-06,Fox,Negev,III,Otni'El,,2009
624,236,A00034581​,9.0,2009-04-05,Sheep,Shfela Vahar,I,Yitav,,2009
625,320,A00032867​,8.0,2009-03-18,Dog,Galil Golan,VII,Ein Qiniyye,,2009
626,215,A00031827​,7.0,2009-03-09,Dog,Galil Golan,VII,Sede Eli'Ezer,,2009
627,318,A00029427​,6.0,2009-02-16,Sheep,Galil Golan,I,Buq'Ata,,2009
628,317,A00029271​,5.0,2009-02-15,Dog,Galil Golan,VII,Buq'Ata,,2009
629,307,A00028219​,4.0,2009-02-03,Dog,Galil Golan,VII,En Ziwan,,2009
630,301,A00028042​,3.0,2009-02-02,Dog,Galil Golan,VII,Mas'Ade,,2009
631,298,A00027317​,2.0,2009-01-26,Dog,Galil Golan,VII,Metula,,2009
632,315,A00026989​,1.0,2009-01-22,Wolf,Galil Golan,I,Buq'Ata,,2009
633,158,A00020887,11.0,2008-11-05,Jackal,Galil Golan,I,Ayyelet Hashahar,,2008
634,171,A0020236 ,8.0,2008-10-28,Dog,Galil Golan,VII,Sha'Ar Hagolan,,2008
635,237,A0019569 ,7.0,2008-10-15,Fox,Negev,III,Otni'El,,2008
636,240,A0017171 ,6.0,2008-09-04,Dog,Galil Golan,VII,Kefar Haruv,,2008
637,235,A0013508 ,4.0,2008-07-13,Fox,Shfela Vahar,III,Allon Shevut,,2008
638,183,A0012337 ,3.0,2008-06-24,Dog,Galil Golan,VII,Sede Nehemya,,2008
639,186,A0010850 ,2.0,2008-05-26,Dog,Galil Golan,VII,Hagosherim,,2008
640,213,573959 ,15.0,2007-12-30,Fox,Galil Golan,,Mishmar Hayarden,,2007
641,270,A00003653,14.0,2007-12-04,Dog,Galil Golan,,Majdal Shams,,2007
642,272,A00003382,13.0,2007-11-23,Cattle,Galil Golan,,Senir,,2007
643,266, 568674,12.0,2007-10-28,Fox,Galil Golan,,Merom Golan,,2007
644,274,567923,11.0,2007-10-17,Dog,Galil Golan,,,Matsok Orvim,2007
645,269,567901,10.0,2007-10-17,Dog,Galil Golan,,Majdal Shams,,2007
646,273,567414,9.0,2007-10-12,Dog,Galil Golan,,Mas'Ade,,2007
647,268,567413,8.0,2007-10-12,Dog,Galil Golan,,Majdal Shams,,2007
648,271,567077,7.0,2007-10-10,Fox,Galil Golan,,Senir,,2007
649,263,564429 ,6.0,2007-09-04,Fox,Galil Golan,,Kefar Szold,,2007
650,265, 563231,5.0,2007-08-21,Dog,Galil Golan,,Senir,,2007
651,267,553946 ,4.0,2007-05-29,Dog,Galil Golan,,Majdal Shams,,2007
652,262,548875 ,3.0,2007-04-16,Mongoose,Galil Golan,,Dan,,2007
653,264,548059 ,2.0,2007-04-06,Jackal,Galil Maaravi,,Shetula,,2007
654,189,547828,1.0,2007-04-02,Dog,Galil Golan,,Lahavot Habashan,,2007
655,238,529934,9.0,2006-10-24,Fox,Galil Golan,I,Buq'Ata,,2006
656,220,526853,8.0,2006-09-26,Dog,Galil Golan,VII,Senir,,2006
657,214,525355,7.0,2006-09-12,Cattle,Galil Maaravi,VII,Ya'Ara,,2006
658,241,518381,5.0,2006-07-10,Horse,Galil Golan,I,Qeshet,,2006
659,249,513381,4.0,2006-05-25,Dog,Galil Golan,VII,Merom Golan,,2006
660,242,509455,3.0,2006-04-23,Dog,Galil Golan,I,Yonatan,,2006
661,204, 509069,2.0,2006-04-16,Dog,Galil Golan,VII,Meron,,2006
662,188,503563,1.0,2006-02-28,Dog,Galil Golan,VII,Shamir,,2006
663,594,A00440469,4.0,2022-01-18,Jackal,Galil Golan,VIIA,Ayyelet Hashahar,,2022
664,593,A00439981,3.0,2022-01-12,Jackal,Galil Golan,VIIA,Kefar Gil'Adi,,2022
665,592,A00439738,2.0,2022-01-10,Dog,Galil Golan,VIIA,Kefar Rozenwald(Zarit),,2022
666,591,A00439275,1.0,2022-01-08,Jackal,Galil Golan,VIIA,Ayyelet Hashahar,,2022
667,589,A00438815,40.0,2021-12-29,Jackal,Galil Golan,VIIA,Dafna,,2021
668,588,A00438706,39.0,2021-12-28,Dog,Galil Golan,VIIA,Shetula,,2021
669,586,A00438394,38.0,2021-12-26,Dog,Galil Maaravi,VIIA,Aramsha,,2021
670,585,A00438141,37.0,2021-12-22,Cow,Galil Golan,VIIA,Ortal,,2021
671,584,A00437402,36.0,2021-12-15,Wolf,Galil Golan,VIIA,Ayyelet Hashahar,,2021
672,580,A00435307,35.0,2021-11-24,Jackal,Galil Golan,VIIA,Yir'On,,2021
673,579,​A00434107,34.0,2021-11-14,Jackal,Galil Maaravi,VII A,Elon,,2021
674,578,A00431667,33.0,2021-10-25,Jackal,Galil Golan,VIIA,Misgav Am,,2021
675,576,A00431573,32.0,2021-10-24,Dog,Amakim,VIIA,Sede Eliyyahu,,2021
676,575,​A00430991,31.0,2021-10-18,Jackal,Galil Maaravi,VII A,Shomera,,2021
677,574,A00426045,30.0,2021-08-22,Dog,Galil Golan,VIIA,Shezor,,2021
678,571,A00422687,29.0,2021-07-18,Jackal,Galil Maaravi,VIIA,Shomera,,2021
679,570,A00421253,28.0,2021-07-04,Jackal,Galil Maaravi,VIIA,Bezet,,2021
680,569,A00419315,27.0,2021-06-14,Cattle,Galil Maaravi,VII A,Rame,,2021
681,567,A00418538,26.0,2021-06-07,Cattle,Galil Maaravi,VIIA,Ya'Ara,,2021
682,566,A00418104,25.0,2021-06-02,Cattle,Galil Golan,VIIA,Manot,,2021
683,565,A00417770,24.0,2021-05-31,Cattle,Galil Maaravi,VIIA,Goren,,2021
684,564,A00415978,23.0,2021-05-17,Dog,Galil Golan,VIIA,Beit Jann,,2021
685,563,A00415734,22.0,2021-05-12,Badger,Galil Golan,VIIA,Ma'Yan Barukh,,2021
686,561,A00412397,21.0,2021-04-18,Dog,Galil Golan,VIIA,Beit Jann,,2021
687,559,A00411798,20.0,2021-04-11,Dog,Galil Maaravi,VIIA,Rame,,2021
688,555,​A00411251,19.0,2021-04-06,Dog,Galil Golan,VIIA,Beit Jann,,2021
689,557,A00410874,18.0,2021-04-04,Dog,Galil Golan,VIIA,Had-Nes,,2021
690,556,A00410873,17.0,2021-04-04,Sheep,Galil Golan,VIIA,Had-Nes,,2021
691,551,​A00410869,16.0,2021-04-04,Sheep,Galil Golan,VIIA,Had-Nes,,2021
692,553,A00410650,15.0,2021-04-03,Dog,Galil Golan,VIIA,Beit Jann,,2021
693,548,​A00410624,14.0,2021-04-03,Dog,Galil Golan,VIIA,Beit Jann,,2021
694,547,A00409776,13.0,2021-03-20,Dog,Galil Golan,VIIA,Had-Nes,,2021
695,546,A00409776,12.0,2021-03-20,Dog,Galil Maaravi,VIIA,Peqi'In Hadasha,,2021
696,544,A00407231,11.0,2021-02-28,Dog,Galil Maaravi,VIIA,Peqi'In Hadasha,,2021
697,542,A00407171,10.0,2021-02-25,Dog,Galil Maaravi,VIIA,Ya'Ara,,2021
698,541,A00406867,9.0,2021-02-23,Dog,Galil Golan,VIIA,Menara,,2021
699,540,A00406543,8.0,2021-02-21,Dog,Negev,VII A,En Tamar,,2021
700,536,A00405019,7.0,2021-02-07,Jackal,Galil Golan,VIIA,Yuval,,2021
701,535,A00404412,6.0,2021-02-01,Dog,Galil Golan,VIIA,Dovev,,2021
702,534,A00403086,5.0,2021-01-20,Dog,Negev,,Qetura,,2021
703,533,A00402646,3.0,2021-01-19,Jackal,Galil Golan,VIIA,Kerem Ben Zimra,,2021
704,532,​A00402403,4.0,2021-01-19,Dog,Galil Golan,VIIA,Karkom,,2021
705,531,A00402255,2.0,2021-01-13,Dog,Galil Golan,VII A,Yiftah,,2021
706,530,​A00400941,1.0,2021-01-04,Jackal,Galil Golan,VIIA,She'Ar Yashuv,,2021
707,529,​A00400597,47.0,2020-12-29,Jackal,Galil Golan,VII A,Margaliyyot,,2020
708,528,A00400595,46.0,2020-12-29,Cattle,Galil Maaravi,VIIA,Fassuta,,2020
709,527,A00400482,45.0,2020-12-28,Jackal,Galil Golan,VIIA,Reihaniyye,,2020
710,523,​A00399246,44.0,2020-12-14,Cattle,Galil Golan,VII A,Dalton,,2020
711,522,A00398853,43.0,2020-12-12,Dog,Galil Golan,VIIA,Shetula,,2020
712,521,A00397345,42.0,2020-11-25,Wolf,Galil Golan,VIIA,Had-Nes,,2020
713,520,A00397078,41.0,2020-11-22,Jackal,Galil Golan,VIIA,Shetula,,2020
714,519,​A00397019,40.0,2020-11-22,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2020
715,518,A00396685,39.0,2020-11-18,Jackal,Galil Golan,VIIA,Dishon,,2020
716,517,A00396484,38.0,2020-11-16,Jackal,Galil Golan,VIIA,Dovev,,2020
717,516,A00396328,37.0,2020-11-15,Jackal,Galil Golan,VIIA,Metula,,2020
718,514,A00396321,36.0,2020-11-15,Jackal,Galil Golan,VIIA,Lahavot Habashan,,2020
719,513,A00396354,35.0,2020-11-15,Jackal,Galil Golan,VIIA,Hagosherim,,2020
720,512,A00395831,34.0,2020-11-09,Wolf,Galil Golan,VIIA,Yesud Hama'Ala,,2020
721,509,A00395816,33.0,2020-11-09,Dog,Galil Golan,VIIA,Metula,,2020
722,508,​A00394493,32.0,2020-10-27,Jackal,Galil Golan,VII A,Margaliyyot,,2020
723,507,A00394275,31.0,2020-10-25,Jackal,Galil Golan,VIIA,Bar'Am,,2020
724,506,A0034090,30.0,2020-10-21,Jackal,Galil Golan,VII A,Sede Nehemya,,2020
725,505,​A00393324,29.0,2020-10-18,Jackal,Galil Golan,VII A,Yir'On,,2020
726,504,A00393026,28.0,2020-10-13,Jackal,Galil Golan,VIIA,Dan,,2020
727,501,A00392860,27.0,2020-10-12,Dog,Galil Golan,VIIA,Mattat,,2020
728,498,A00392398,26.0,2020-10-10,Jackal,Galil Golan,VIIA,Dafna,,2020
729,502,A00392382,25.0,2020-10-10,Jackal,Galil Golan,VIIA,Dan,,2020
730,497,​A00392285,24.0,2020-10-07,Jackal,Galil Maaravi,VII A,Elon,,2020
731,496,A00391976,23.0,2020-09-29,Dog,Galil Golan,VIIA,Misgav Am,,2020
732,495,A00391787,22.0,2020-09-28,Jackal,Galil Golan,VIIA,Netu'A,,2020
733,493,A00387719,21.0,2020-08-09,Dog,Galil Golan,VIIA,Sasa,,2020
734,492,A00385763,20.0,2020-07-15,Jackal,Galil Maaravi,VIIA,Liman,,2020
735,491,A00384848,19.0,2020-07-06,Jackal,Galil Golan,VIIA,Ne'Ot Mordekhay,,2020
736,488,​A00381599,18.0,2020-06-02,Cattle,Galil Maaravi,VII A,Fassuta,,2020
737,487,A00380490,17.0,2020-05-18,Cattle,Galil Golan,VII A,Kefar Szold,,2020
738,486,A00379939,16.0,2020-05-12,Dog,Galil Golan,VII A,Bar'Am,,2020
739,490,A00379317,15.0,2020-05-06,Dog,Galil Maaravi,VII,Sa'Ar,,2020
740,485,A00378866,14.0,2020-05-04,Jackal,Galil Golan,VII A,Yir'On,,2020
741,483,A00378364,13.0,2020-04-26,Dog,Galil Maaravi,VII A,Fassuta,,2020
742,482,A00377910,12.0,2020-04-20,Dog,Galil Maaravi,VII A,Peqi'In (Buqei'A),,2020
743,481,A00377285,11.0,2020-04-04,Dog,Galil Golan,VII A,Ghajar,,2020
744,480,A00376690,10.0,2020-03-25,Cattle,Galil Golan,VIIA,Alma,,2020
745,479,A00375047​,9.0,2020-03-04,Dog,Galil Golan,VII A,Shamir,,2020
746,478,A00374371​​​​​​,8.0,2020-02-25,Dog,Galil Maaravi,VII A,Fassuta,,2020
747,477,A00374265,7.0,2020-02-24,Dog,Galil Golan,VII A,Alma,,2020
748,573,A00373420,6.0,2020-02-18,Dog,Galil Golan,VIIA,Ramot Naftali,,2020
749,476,​A00373369​,5.0,2020-02-15,Cattle,Galil Golan,VII A,Senir,,2020
750,475,A00372352,4.0,2020-02-04,Dog,Galil Golan,VII A,Bet Hillel,,2020
751,474,A00370589,2.0,2020-01-18,Jackal,Galil Golan,VII A,Yiftah,,2020
752,473,A00369624,1.0,2020-01-07,Jackal,Galil Golan,VII A,Dishon,,2020
753,472,A00368842,17.0,2019-12-25,Jackal,Galil Golan,VII A,Hazor Hagelilit,,2019
754,471,A00367891,16.0,2019-12-15,Jackal,Galil Golan,VII A,Margaliyyot,,2019
755,470,A00366736,15.0,2019-11-27,Jackal,Galil Golan,VII A,Dan,,2019
756,469,A00364579​,14.0,2019-11-02,Dog,Galil Golan,I,Majdal Shams,,2019
757,468,A00363355,13.0,2019-10-22,Dog,Galil Golan,VII A,Misgav Am,,2019
758,467,​A00362990,12.0,2019-10-15,Jackal,Galil Golan,VII A,Hagosherim,,2019
759,466,A00362801,11.0,2019-10-09,Jackal,Galil Golan,VII A,Qiryat Shemona,,2019
760,465,A00358971,10.0,2019-08-20,Dog,Galil Golan,VII A,Qiryat Shemona,,2019
761,464,A00357826,9.0,2019-08-06,Dog,Galil Golan,VII A,Yuval,,2019
762,462,A00355389,8.0,2019-07-10,Dog,Amakim,VII A,Tur'An,,2019
763,461,A00347252,7.0,2019-04-03,Dog,Galil Golan,VII B,Kafar Kama,,2019
764,463,A00344755,6.0,2019-03-06,Jackal,Amakim,VII B,Newe Etan,,2019
765,460,A00343532,5.0,2019-02-24,Dog,Amakim,VII A,Gan Ner,,2019
766,458,A00339385,3.0,2019-01-13,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019
767,459,A00339387,4.0,2019-01-13,Jackal,Galil Golan,VII A,Yiftah,,2019
768,457,A00339149,2.0,2019-01-12,Dog,Hasharon,VII B,Isifya,,2019
769,456,A00339080,1.0,2019-01-09,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2019
770,455,A00336706,60.0,2018-12-11,Jackal,Galil Golan,VII A,Dan,,2018
771,453,A00333805,59.0,2018-11-05,Jackal,Galil Golan,VII A,Dan,,2018
772,451,A00330739,57.0,2018-10-02,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
773,452,A00330566,56.0,2018-09-26,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
774,450,A00327125,55.0,2018-08-07,Jackal,Galil Golan,VII B,Tel Qazir,,2018
775,449,A00325845,54.0,2018-07-22,Dog,Galil Golan,VII A,Gonen,,2018
776,448,A00324471,53.0,2018-07-04,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018
777,447,​​A00322936,52.0,2018-06-14,Jackal,Galil Golan,VII A,Dovev,,2018
778,33,A00322149,51.0,2018-06-04,Jackal,Galil Golan,VII B,Mevo Hamma,,2018
779,22,A00320347,50.0,2018-05-12,Cattle,Hasharon,VII B,Basma,,2018
780,20,A00320155,48.0,2018-05-08,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018
781,21,A00320156,49.0,2018-05-08,Dog,Galil Golan,VII A,Dovev,,2018
782,19,A00319720,47.0,2018-05-02,Dog,Hasharon,VII B,Daliyat Al-Karmel,,2018
783,18,A00319738,46.0,2018-05-02,Horse,Hasharon,VII B,Basma,,2018
784,17,A00319596,45.0,2018-05-01,Jackal,Amakim,VII B,Nahalal,,2018
785,16,A00318829,44.0,2018-04-23,Sheep,Galil Golan,VII A,Ghajar,,2018
786,454,A00317604,43.0,2018-04-08,Badger,Galil Golan,VII A,Yesud Hama'Ala,,2018
787,15,A00317549,42.0,2018-04-04,Jackal,Galil Golan,VII A,Yuval,,2018
788,14,A00317493,41.0,2018-03-29,Dog,Hasharon,VII B,Isifya,,2018
789,30,A00317097,40.0,2018-03-24,Jackal,Amakim,VII B,Yardena,,2018
790,31,A00316971,39.0,2018-03-21,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
791,13,A00316665,38.0,2018-03-19,Dog,Galil Golan,VII A,Zefat,,2018
792,12,A00316149,37.0,2018-03-12,Jackal,Amakim,VII B,Bet She'Arim,,2018
793,10,A00315920,36.0,2018-03-08,Jackal,Amakim,VII B,Sandala,,2018
794,11,A00315604,34.0,2018-03-05,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
795,32,A00315607,35.0,2018-03-04,Jackal,Amakim,VII B,Sarid,,2018
796,26,A00315167,31.0,2018-02-26,Jackal,Amakim,VII B,Mishmar Haemeq,,2018
797,25,A00315169,32.0,2018-02-25,Jackal,Amakim,VII B,Megiddo,,2018
798,24,A00315175,33.0,2018-02-25,Cattle,Amakim,VII B,Kefar Yehoshua,,2018
799,28,A00314818,29.0,2018-02-21,Jackal,Amakim,VII B,Hayogev,,2018
800,27,A00314819,30.0,2018-02-21,Cattle,Amakim,VII B,Bet She'Arim,,2018
801,29,A00314715,28.0,2018-02-20,Jackal,Amakim,VII B,Kefar Ruppin,,2018
802,9,A00314141,27.0,2018-02-12,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
803,445,​​A00313698​​,26.0,2018-02-06,Jackal,Hasharon,VII B,Tayibe,,2018
804,8,A00313698,26.0,2018-02-06,Jackal,Amakim,VII B,Tayibe(Baemeq),,2018
805,7,A00313586,25.0,2018-02-05,Jackal,Galil Golan,VII B,Menahemya,,2018
806,6,A00313444,24.0,2018-02-04,Jackal,Hasharon,VII B,Omez,,2018
807,4,A00313049,22.0,2018-01-30,Jackal,Amakim,VII B,Sede Eliyyahu,,2018
808,5,A00313050,23.0,2018-01-30,Jackal,Galil Maaravi,VII B,Bet She'Arim,,2018
809,50,A00313015 ,21.0,2018-01-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2018
810,47,A00312426 ,18.0,2018-01-22,Jackal,Galil Golan,I,Sha'Ar Hagolan,,2018
811,48,A00312428 ,19.0,2018-01-22,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018
812,49,A00312415 ,20.0,2018-01-22,Jackal,Amakim,VII B,Kefar Ruppin,,2018
813,3,A00312287,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018
814,446,​​A00312287​​​​,17.0,2018-01-21,Cattle,Galil Golan,VII A,Kefar Szold,,2018
815,23,A00312161,16.0,2018-01-18,Cattle,Amakim,VII B,Basma,,2018
816,46,A00311903 ,15.0,2018-01-16,Jackal,Amakim,VII B,En Harod(Me'Uhad),,2018
817,2,A00311549,14.0,2018-01-14,Jackal,Galil Golan,VII B,Menahemya,,2018
818,43,A00311405 ,11.0,2018-01-10,Jackal,Galil Golan,VII B,Menahemya,,2018
819,44,A00311410 ,12.0,2018-01-10,Jackal,Amakim,VII B,Kefar Barukh,,2018
820,45,A00311419 ,13.0,2018-01-10,Cattle,Amakim,VII B,Nahalal,,2018
821,1,A00311272,10.0,2018-01-09,Cattle,Amakim,VII B,Nahalal,,2018
822,42,A00311161 ,9.0,2018-01-08,Jackal,Amakim,VII B,Nahalal,,2018
823,41,A00310989 ,8.0,2018-01-07,Jackal,Galil Golan,VII B,Kefar Tavor,,2018
824,39,A00310885 ,6.0,2018-01-04,Jackal,Amakim,VII B,Tirat Zevi,,2018
825,40,A00310882 ,7.0,2018-01-04,Jackal,Amakim,VII B,Kefar Barukh,,2018
826,37,A00310564 ,4.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
827,38,A00310566 ,5.0,2018-01-02,Jackal,Amakim,VII B,Kefar Yehoshua,,2018
828,34,A00310420 ,1.0,2018-01-01,Jackal,Amakim,VII B,Kefar Ruppin,,2018
829,35,A00310423 ,2.0,2018-01-01,Jackal,Amakim,VII B,Ma'Oz Hayyim,,2018
830,36,A00310447 ,3.0,2018-01-01,Jackal,Amakim,VII B,Sheluhot,,2018
831,122,A00310277,74.0,2017-12-31,Jackal,Galil Golan,I,Amir,,2017
832,121,A00310145,73.0,2017-12-28,Dog,Galil Golan,VII B,Yavne'El,,2017
833,120,A00310163 ,72.0,2017-12-28,Jackal,Amakim,VII B,Midrakh Oz,,2017
834,119,A00310037 ,71.0,2017-12-27,Jackal,Amakim,VII B,Bet Hashitta,,2017
835,117,A00309721 ,69.0,2017-12-25,Jackal,Hasharon,VII B,Yoqne'Am(Moshava),,2017
836,118,A00309718 ,70.0,2017-12-25,Jackal,Amakim,VII B,Tel Yosef,,2017
837,116,A00309501 ,68.0,2017-12-22,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
838,115,A00308988,67.0,2017-12-19,Jackal,Amakim,VII B,Kefar Yehoshua,,2017
839,114,A00308957 ,66.0,2017-12-18,Jackal,Amakim,VII B,Yardena,,2017
840,113,A00308873 ,65.0,2017-12-17,Cattle,Amakim,VII B,Nahalal,,2017
841,108,A00308237 ,60.0,2017-12-11,Jackal,Amakim,VII B,Tel Te'Omim,,2017
842,109,A00308238 ,61.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017
843,110,A00308239 ,62.0,2017-12-11,Jackal,Amakim,VII B,Hefzi-Bah,,2017
844,111,A00308243,63.0,2017-12-11,Jackal,Amakim,VII B,Nurit,,2017
845,112,A00308374,64.0,2017-12-11,Jackal,Amakim,VII B,Perazon,,2017
846,107,A00308070 ,59.0,2017-12-10,Dog,Hasharon,VII B,Basma,,2017
847,106,A00307762 ,58.0,2017-12-06,Jackal,Amakim,VII B,Gid'Ona,,2017
848,105,A00307755 ,57.0,2017-12-05,Dog,Amakim,VII B,Afula,,2017
849,103,A00307546,56.0,2017-12-04,Jackal,Hasharon,VII B,Bat Shelomo,,2017
850,104,A00307547,55.0,2017-12-04,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
851,102,A00307402,54.0,2017-12-03,Jackal,Amakim,VII B,Moledet,,2017
852,124,A00307236 ,52.0,2017-11-30,Cattle,Amakim,VII B,En Hashofet,,2017
853,101,A00307240 ,53.0,2017-11-30,Jackal,Amakim,VII B,Ramat Hashofet,,2017
854,100,A00307111 ,51.0,2017-11-29,Jackal,Amakim,VII B,Nahalal,,2017
855,99,A00307051 ,50.0,2017-11-29,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017
856,98,A00307054 ,49.0,2017-11-29,Cattle,Amakim,VII B,En Hashofet,,2017
857,97,A00306869 ,48.0,2017-11-27,Dog,Amakim,VII B,Ramat Hashofet,,2017
858,123,A00306724 ,47.0,2017-11-26,Dog,Amakim,VII B,Gid'Ona,,2017
859,96,A00306447 ,46.0,2017-11-22,Jackal,Amakim,VII B,Newe Etan,,2017
860,94,A00306315 ,44.0,2017-11-21,Jackal,Amakim,VII B,Yoqne'Am(Moshava),,2017
861,95,A00306323 ,45.0,2017-11-21,Jackal,Amakim,VII B,Sede Terumot,,2017
862,93,A00305789 ,43.0,2017-11-16,Cattle,Amakim,VII B,Yoqne'Am(Moshava),,2017
863,92,A00305664 ,42.0,2017-11-15,Cat,Amakim,VII B,Gan Ner,,2017
864,91,A00305504 ,41.0,2017-11-14,Jackal,Amakim,VII B,Ramat Hashofet,,2017
865,90,A00305400 ,40.0,2017-11-13,Cat,Amakim,VII B,Gan Ner,,2017
866,89,A00305395 ,39.0,2017-11-13,Jackal,Amakim,VII B,Gid'Ona,,2017
867,88,A00305161 ,38.0,2017-11-12,Sheep,Amakim,VII B,Ramat Zevi,,2017
868,87,A00304896,37.0,2017-11-08,Cattle,Amakim,VII B,Yardena,,2017
869,86,A00304876,36.0,2017-11-07,Jackal,Amakim,VII B,En Hashofet,,2017
870,85,A00304484,35.0,2017-11-05,Jackal,Amakim,VII B,Bet She'An,,2017
871,84,A00304380,34.0,2017-11-02,Jackal,Amakim,VII B,Afula,,2017
872,83,A00303627,33.0,2017-10-26,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017
873,82,A00303739 ,32.0,2017-10-26,Jackal,Amakim,VII B,Perazon,,2017
874,81,A00303264,31.0,2017-10-23,Jackal,Amakim,VII B,Bet She'An,,2017
875,80,A00303270,30.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
876,79,A00303261,27.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017
877,78,A00303259,29.0,2017-10-23,Jackal,Amakim,VII B,Yardena,,2017
878,77,A00303258,28.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
879,76,A00303255,26.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
880,75,A00303256,25.0,2017-10-23,Cattle,Amakim,VII B,Yardena,,2017
881,74,A00303009,24.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017
882,73,A00303008,23.0,2017-10-22,Cattle,Amakim,VII B,Yardena,,2017
883,72,A00302213,22.0,2017-10-15,Jackal,Amakim,VII B,Nir Dawid (Tel Amal),,2017
884,71,A00301953,21.0,2017-10-08,Jackal,Amakim,VII B,Merhavya(Qibbuz),,2017
885,70,A00301951,20.0,2017-10-08,Jackal,Amakim,VII B,Hamadya,,2017
886,69,A00300817,19.0,2017-09-19,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017
887,68,A00300048,18.0,2017-09-10,Jackal,Galil Golan,VII A,Hagosherim,,2017
888,67,A00299866,17.0,2017-09-06,Jackal,Galil Golan,VII A,She'Ar Yashuv,,2017
889,66,A00298899,16.0,2017-08-23,Jackal,Galil Golan,VII A,Yesud Hama'Ala,,2017
890,65,A00298319,15.0,2017-08-15,Jackal,Galil Golan,VII A,Dan,,2017
891,64,A00296720,14.0,2017-07-23,Jackal,Galil Golan,VII A,Dan,,2017
892,63,A00294273,13.0,2017-06-18,Jackal,Amakim,VII B,Hamadya,,2017
893,62,A00292656,12.0,2017-05-25,Dog,Galil Maaravi,VII A,Kisra-Sumei,,2017
894,61,A00291777,11.0,2017-05-17,Dog,Amakim,VII B,Tamra (Yizre'El),,2017
895,60,A00288836,10.0,2017-04-18,Cattle,Galil Golan,VII B,,Sirin,2017
